time,ecg
0,0.0365252590330205
0.0033335920923252,-0.00457173516745372
0.00666718418465043,-0.0256373411738366
0.0100007762769756,-0.0896959090111428
0.0133343683693008,0.0334712016541785
0.016667960461626,0.0230501172962753
0.0200015525539513,7.81419670441237E-05
0.0233351446462765,0.00544315080685914
0.0266687367386017,-0.0241044804684945
0.0300023288309269,-0.0851373339777653
0.033335920923252,0.0284578638860212
0.0366695130155773,0.0436981763562305
0.0400031051079027,0.0401532158114936
0.0433366972002277,-0.00148748988896549
0.046670289292553,-0.0711967046741767
0.050003881384878,0.0651446524855273
0.0533374734772033,0.0374815451571143
0.0566710655695287,0.00110617189881431
0.0600046576618537,-0.0378559605756914
0.063338249754179,0.0606266907672977
0.0666718418465043,0.0206238174429296
0.0700054339388293,-0.012189970988254
0.0733390260311547,-0.00304610835879787
0.0766726181234797,-0.0572503469909387
0.080006210215805,-0.0252823052416002
0.0833398023081303,0.0741288322207474
0.0866733944004553,-0.0605385828533996
0.0900069864927807,-0.0245787041153782
0.093340578585106,0.0151234508451572
0.096674170677431,-0.078416204904942
0.100007762769756,0.0882963579438138
0.103341354862081,0.0206688949166303
0.106674946954407,0.0209326996703086
0.110008539046732,-0.0145582554972812
0.113342131139057,0.00665497797223239
0.116675723231382,-0.0344891658748769
0.120009315323708,-0.00335255945540279
0.123342907416033,-0.0355339788194362
0.126676499508358,-0.0725945739556472
0.130010091600683,0.0724127196417206
0.133343683693008,-0.0180869847094041
0.136677275785334,0.0640176681403739
0.140010867877659,0.0344058954239507
0.143344459969984,0.0160373673433659
0.146678052062309,0.017124652244172
0.150011644154634,0.0322856517189831
0.15334523624696,0.0414074795563006
0.156678828339285,-0.0250383218844653
0.16001242043161,-0.0386307997981827
0.163346012523935,-0.0375395135907146
0.16667960461626,0.0236878446939115
0.170013196708586,-0.0032951925685916
0.173346788800911,0.0107426640039396
0.176680380893236,0.0545017289947208
0.180013972985561,0.0311248477834303
0.183347565077886,0.0484730153151878
0.186681157170212,0.0988644467465237
0.190014749262537,-0.0166774130241871
0.193348341354862,0.0127940970041053
0.196681933447187,1.12566434070459
0.200015525539513,1.22056277377706
0.203349117631838,1.2236437484896
0.206682709724163,1.11592035907187
0.210016301816488,1.19439220642695
0.213349893908813,1.22953827087536
0.216683486001139,1.14593683829766
0.220017078093464,1.13062642721738
0.223350670185789,1.2135837044931
0.226684262278114,-0.0778337287343505
0.230017854370439,-0.0516951697176209
0.233351446462765,-0.0780063137034092
0.23668503855509,-0.0772916068493234
0.240018630647415,0.00310473212285875
0.24335222273974,0.026654095083625
0.246685814832065,0.0465776423232485
0.250019406924391,-0.0371631301813713
0.253352999016716,0.0262879430832379
0.256686591109041,0.00202274063556833
0.260020183201366,0.0146978227639683
0.263353775293691,-0.00943043729294074
0.266687367386017,0.0166980083226386
